COUNT;Geo Local Area;Geom
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.119043684947, 49.2796864244413]}"
5;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138312535143, 49.2593168113471]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101999897029, 49.2796914285196]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.06998209513, 49.2715428774139]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065882437184, 49.2804734767422]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.087388605741, 49.2525076166448]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.075020367807, 49.2728253807785]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099330496893, 49.2781919364951]}"
4;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.090578755661, 49.2186771037413]}"
6;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.078746283144, 49.2518806656282]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.12578387601, 49.2766433373109]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138103669636, 49.2649489530901]}"
2;West End;"{""type"": ""Point"", ""coordinates"": [-123.129710941136, 49.285986282363]}"
4;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.173669444124, 49.2638874781755]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.15132509573, 49.2683613560024]}"
6;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.169185023813, 49.2643405908836]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122683645121, 49.2785550260164]}"
2;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.043928600593, 49.2701437174326]}"
3;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.082186029427, 49.2822075466477]}"
4;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100692765638, 49.2483524978172]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.133042808199, 49.2825555754904]}"
2;South Cambie;"{""type"": ""Point"", ""coordinates"": [-123.115835363399, 49.2496288532763]}"
6;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.098738717275, 49.2630544755197]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065224315393, 49.2817264465154]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101304377846, 49.2825740325597]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101411616751, 49.2825757375292]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070111317664, 49.2643853650993]}"
1;West End;"{""type"": ""Point"", ""coordinates"": [-123.130096741862, 49.2813529103771]}"
3;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141288205783, 49.2633214409795]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.077983088418, 49.283217937128]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069874128882, 49.2782009823251]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.088212791473, 49.2627613550632]}"
13;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.027502602394, 49.2813969855766]}"
13;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.027378718857, 49.2813970149958]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.103579174902, 49.2652935337401]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.126845627049, 49.2572603144398]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.105816506268, 49.269549420288]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065878701226, 49.2354359204565]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.136610544914, 49.2638515229296]}"
6;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101019330144, 49.2424712095501]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.036628902704, 49.2324811665961]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.101405959461, 49.280158720177]}"
10;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100701663725, 49.2603404830414]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126189789818, 49.2754996154032]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.140989822203, 49.2699486164796]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141312324117, 49.2699527111098]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122801426708, 49.2751974657235]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.121955345224, 49.2803561736485]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.121881906531, 49.2804048430989]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126389283253, 49.2774194109963]}"
7;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076527447293, 49.2507312986826]}"
9;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.078503721472, 49.2816330754358]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100534355657, 49.2634972542552]}"
7;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100557859402, 49.2635651386108]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.157231675659, 49.267933672234]}"
7;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.050039386374, 49.2814107693861]}"
1;Shaughnessy;"{""type"": ""Point"", ""coordinates"": [-123.139126149994, 49.2346520103468]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.092821500725, 49.2617996379449]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.118818136181, 49.2629633487172]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.106017569691, 49.2662375724112]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.106461426546, 49.2662466002581]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.089869097922, 49.2808393271707]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.08997496986, 49.2808401442991]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09658287608, 49.2819781151456]}"
12;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.071334894951, 49.2809442312481]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.156179142803, 49.2631776704313]}"
5;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101759840491, 49.2431290021144]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138307243879, 49.2593905694426]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.104672749359, 49.2807640881351]}"
2;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.105524414044, 49.2834189866129]}"
4;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139182373314, 49.2584086802953]}"
1;South Cambie;"{""type"": ""Point"", ""coordinates"": [-123.127079712119, 49.2527862663543]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.085682578035, 49.2798531725972]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114882052939, 49.2517288322861]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114877459516, 49.2518219374311]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114867916236, 49.251907851316]}"
14;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.098019001759, 49.2806016151011]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.114290883179, 49.2561078066932]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.090211331748, 49.2631892700668]}"
6;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.147698486799, 49.2634239934687]}"
12;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.11943576642, 49.2799477706206]}"
9;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.088096449824, 49.2814151422834]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.159235916372, 49.2679687073211]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.10082681567, 49.2577371592792]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.065020284129, 49.2379128791661]}"
5;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.126053059247, 49.276850832775]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124014257164, 49.27667086842]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.087008129356, 49.2617561905596]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.075738650494, 49.2580477292715]}"
1;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100620944913, 49.2498333638949]}"
3;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.086513455058, 49.2547996818477]}"
7;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.07337769297, 49.2626409746658]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.068387384033, 49.2541095041571]}"
1;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.032562556634, 49.2613546350818]}"
12;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.091060464198, 49.2290426554771]}"
10;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100779828799, 49.2472608686757]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115948941432, 49.2835562206192]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.087861812143, 49.2561481898922]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.170825784797, 49.271427377053]}"
1;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.184824184133, 49.2456914271848]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.185479633732, 49.2662662917039]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138283764555, 49.2596443885132]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.099776446425, 49.2333223524771]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122249771326, 49.2801611168675]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.122176333168, 49.280209768516]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.170118227041, 49.2589461499137]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115993373196, 49.2817000033321]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.116186031881, 49.2821149372322]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.115958698079, 49.2822635950108]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.091346196239, 49.2618608297756]}"
1;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.125135758539, 49.2782473968037]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097272239338, 49.268012966595]}"
5;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097424188504, 49.2681050393603]}"
14;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.102098296628, 49.2811354367318]}"
1;Killarney;"{""type"": ""Point"", ""coordinates"": [-123.040183228366, 49.2190880619162]}"
5;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.113780261023, 49.2633696418956]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.091806172857, 49.2832926780171]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.182270555453, 49.2627541730095]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.082353542141, 49.2739660142675]}"
4;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.027791041009, 49.280859220898]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064731592709, 49.2814609161236]}"
6;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.046273363642, 49.2594200892822]}"
4;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100211665511, 49.2680405525345]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.073246056848, 49.2593119943418]}"
1;Arbutus-Ridge;"{""type"": ""Point"", ""coordinates"": [-123.159794314768, 49.2348891911806]}"
9;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.120830823356, 49.2810387668879]}"
6;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.141310516181, 49.2681212727658]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.084265389881, 49.2486982819595]}"
11;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.091903567414, 49.2808894492459]}"
3;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070553952928, 49.2626187252663]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.06508680975, 49.2330893645531]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.100116554027, 49.2568420783321]}"
8;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.066741443628, 49.2455817329855]}"
8;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.06687205248, 49.2456428250418]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.086598661074, 49.2780660287012]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.089755853153, 49.2832686705375]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.068456910755, 49.2522555569364]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.06846251245, 49.252331563246]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.102187494399, 49.2675879466245]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.102499254918, 49.2675915294205]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.090148517704, 49.2814526706014]}"
12;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.099321473792, 49.2783953613133]}"
1;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.096709447302, 49.2576971781966]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.060283696374, 49.2111466439369]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.16374118265, 49.2632870443168]}"
4;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.124813197615, 49.2764046771646]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.07991857692, 49.2157720841846]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.076509550258, 49.2806239217777]}"
7;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.074910969549, 49.2809604893194]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.139113508999, 49.2602481946042]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.153383174437, 49.2584749857304]}"
6;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.09896188295, 49.278295886281]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.086428376362, 49.2627483383062]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.068029674941, 49.269833382498]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146217902749, 49.265906412748]}"
9;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.090199230822, 49.2565874691601]}"
4;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.076364959411, 49.2505352922987]}"
1;Sunset;"{""type"": ""Point"", ""coordinates"": [-123.100878005355, 49.2259067837635]}"
2;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.113575157566, 49.2628814129441]}"
1;Hastings-Sunrise;"{""type"": ""Point"", ""coordinates"": [-123.049138569374, 49.2763730004754]}"
13;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.1012846522, 49.2781522804406]}"
3;Dunbar-Southlands;"{""type"": ""Point"", ""coordinates"": [-123.170605155828, 49.2420351999513]}"
2;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.063194675512, 49.2445726632623]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.097406102211, 49.2778744436412]}"
1;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.0818464903, 49.2785092309632]}"
1;Kensington-Cedar Cottage;"{""type"": ""Point"", ""coordinates"": [-123.064625777609, 49.2362017369698]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.148242269921, 49.2691842574147]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.101698385895, 49.2684935740172]}"
1;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.138280548975, 49.260161041436]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.10173362114, 49.2563070425233]}"
3;Mount Pleasant;"{""type"": ""Point"", ""coordinates"": [-123.106354881129, 49.2640442317794]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.070116364623, 49.2836498443226]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100117559704, 49.2815095792463]}"
5;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069116479595, 49.2626233900861]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.069116479595, 49.2626233900861]}"
2;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.164964460374, 49.2642725194232]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.065146146413, 49.2814638314608]}"
1;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064938526111, 49.2814625990506]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.064521923743, 49.2814596841124]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.146059152692, 49.262481598486]}"
7;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100398062571, 49.2756358236292]}"
3;West End;"{""type"": ""Point"", ""coordinates"": [-123.132315808892, 49.2890865276728]}"
2;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.081774385915, 49.2803101980721]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.07700227443, 49.2250286982757]}"
3;West Point Grey;"{""type"": ""Point"", ""coordinates"": [-123.206333496922, 49.2635025328606]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.101608870133, 49.246192417444]}"
4;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.072030708213, 49.2769382546014]}"
3;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.117279946965, 49.2629428820471]}"
1;Kitsilano;"{""type"": ""Point"", ""coordinates"": [-123.157906764465, 49.2697093756739]}"
4;Strathcona;"{""type"": ""Point"", ""coordinates"": [-123.078000416938, 49.2820170695447]}"
2;Riley Park;"{""type"": ""Point"", ""coordinates"": [-123.100843943647, 49.2463720928001]}"
2;Renfrew-Collingwood;"{""type"": ""Point"", ""coordinates"": [-123.053695744199, 49.239496598436]}"
8;Downtown;"{""type"": ""Point"", ""coordinates"": [-123.100050271513, 49.2827680807421]}"
1;Victoria-Fraserview;"{""type"": ""Point"", ""coordinates"": [-123.0661475024, 49.2249622924366]}"
2;Grandview-Woodland;"{""type"": ""Point"", ""coordinates"": [-123.0706379298, 49.2824416456662]}"
2;Fairview;"{""type"": ""Point"", ""coordinates"": [-123.13820974459, 49.2621504171543]}"
